day;month;year;cases;deaths;countriesAndTerritories
358;12;2020;433;3;Cyprus
359;12;2020;50;2;Cyprus
360;12;2020;25;2;Cyprus
361;12;2020;266;1;Cyprus
362;12;2020;751;1;Cyprus
363;12;2020;907;4;Cyprus
364;12;2020;1031;2;Cyprus
365;01;2021;762;6;Cyprus
366;01;2021;167;2;Cyprus
367;01;2021;627;2;Cyprus
368;01;2021;529;2;Cyprus
369;01;2021;665;2;Cyprus
370;01;2021;569;1;Cyprus
371;01;2021;573;4;Cyprus
372;01;2021;427;2;Cyprus
373;01;2021;466;1;Cyprus
374;01;2021;337;6;Cyprus
375;01;2021;339;1;Cyprus
376;01;2021;288;5;Cyprus
377;01;2021;259;4;Cyprus
378;01;2021;227;6;Cyprus
379;01;2021;241;3;Cyprus
380;01;2021;244;0;Cyprus
381;01;2021;202;1;Cyprus
382;01;2021;157;3;Cyprus
383;01;2021;162;5;Cyprus
384;01;2021;164;1;Cyprus
385;01;2021;178;0;Cyprus
386;01;2021;164;2;Cyprus
387;01;2021;122;1;Cyprus
388;01;2021;129;4;Cyprus
389;01;2021;130;3;Cyprus
390;01;2021;126;2;Cyprus
391;01;2021;109;2;Cyprus
392;01;2021;128;3;Cyprus
393;01;2021;158;4;Cyprus
394;01;2021;119;0;Cyprus
395;01;2021;113;0;Cyprus
396;02;2021;160;2;Cyprus
397;02;2021;120;3;Cyprus
398;02;2021;128;0;Cyprus
399;02;2021;139;1;Cyprus
400;02;2021;116;5;Cyprus
401;02;2021;133;2;Cyprus
402;02;2021;132;1;Cyprus
403;02;2021;115;1;Cyprus
404;02;2021;105;2;Cyprus
405;02;2021;95;0;Cyprus
406;02;2021;113;4;Cyprus
407;02;2021;103;1;Cyprus
408;02;2021;113;2;Cyprus
409;02;2021;102;1;Cyprus
410;02;2021;123;1;Cyprus
411;02;2021;113;1;Cyprus
412;02;2021;81;3;Cyprus
413;02;2021;121;2;Cyprus
414;02;2021;107;1;Cyprus
415;02;2021;111;1;Cyprus
416;02;2021;107;0;Cyprus
417;02;2021;107;0;Cyprus
418;02;2021;131;1;Cyprus
419;02;2021;176;0;Cyprus
420;02;2021;143;1;Cyprus
421;02;2021;199;0;Cyprus
422;02;2021;272;0;Cyprus
423;02;2021;243;0;Cyprus
424;03;2021;447;0;Cyprus
425;03;2021;302;0;Cyprus
426;03;2021;288;1;Cyprus
427;03;2021;323;0;Cyprus
428;03;2021;384;0;Cyprus
429;03;2021;273;0;Cyprus
430;03;2021;298;0;Cyprus
431;03;2021;303;1;Cyprus
432;03;2021;352;0;Cyprus
433;03;2021;420;0;Cyprus
434;03;2021;415;2;Cyprus
435;03;2021;431;1;Cyprus
436;03;2021;383;2;Cyprus
437;03;2021;398;0;Cyprus
438;03;2021;374;2;Cyprus
439;03;2021;218;0;Cyprus
440;03;2021;475;1;Cyprus
441;03;2021;382;0;Cyprus
442;03;2021;385;0;Cyprus
443;03;2021;364;0;Cyprus
444;03;2021;407;1;Cyprus
445;03;2021;336;1;Cyprus
446;03;2021;410;2;Cyprus
447;03;2021;365;1;Cyprus
448;03;2021;293;2;Cyprus
449;03;2021;324;0;Cyprus
450;03;2021;361;0;Cyprus
451;03;2021;334;2;Cyprus
452;03;2021;326;2;Cyprus
453;03;2021;360;2;Cyprus
454;03;2021;439;2;Cyprus
455;04;2021;728;0;Cyprus
456;04;2021;309;4;Cyprus
457;04;2021;705;1;Cyprus
458;04;2021;404;0;Cyprus
459;04;2021;431;0;Cyprus
460;04;2021;565;1;Cyprus
461;04;2021;559;2;Cyprus
462;04;2021;529;2;Cyprus
463;04;2021;622;2;Cyprus
464;04;2021;601;0;Cyprus
465;04;2021;446;4;Cyprus
466;04;2021;470;0;Cyprus
467;04;2021;528;1;Cyprus
468;04;2021;619;2;Cyprus
469;04;2021;602;3;Cyprus
470;04;2021;690;7;Cyprus
471;04;2021;677;1;Cyprus
472;04;2021;786;4;Cyprus
473;04;2021;852;3;Cyprus
474;04;2021;822;3;Cyprus
475;04;2021;941;1;Cyprus
476;04;2021;843;0;Cyprus
477;04;2021;927;1;Cyprus
478;04;2021;889;1;Cyprus
479;04;2021;895;1;Cyprus
480;04;2021;773;0;Cyprus
481;04;2021;611;3;Cyprus
482;04;2021;760;2;Cyprus
483;04;2021;845;3;Cyprus
484;04;2021;668;2;Cyprus
485;05;2021;783;4;Cyprus
486;05;2021;463;1;Cyprus
487;05;2021;58;1;Cyprus
488;05;2021;481;7;Cyprus
489;05;2021;509;5;Cyprus
490;05;2021;562;1;Cyprus
491;05;2021;460;1;Cyprus
492;05;2021;324;4;Cyprus
493;05;2021;397;2;Cyprus
494;05;2021;269;2;Cyprus
495;05;2021;276;1;Cyprus
496;05;2021;390;2;Cyprus
497;05;2021;260;2;Cyprus
498;05;2021;213;1;Cyprus
499;05;2021;171;4;Cyprus
500;05;2021;157;0;Cyprus
501;05;2021;165;0;Cyprus
502;05;2021;167;1;Cyprus
503;05;2021;167;1;Cyprus
504;05;2021;135;0;Cyprus
505;05;2021;77;3;Cyprus
506;05;2021;135;2;Cyprus
507;05;2021;91;1;Cyprus
508;05;2021;75;1;Cyprus
509;05;2021;100;2;Cyprus
510;05;2021;79;1;Cyprus
511;05;2021;69;0;Cyprus
512;05;2021;75;0;Cyprus
513;05;2021;73;3;Cyprus
514;05;2021;56;0;Cyprus
515;05;2021;44;0;Cyprus
516;06;2021;95;0;Cyprus
517;06;2021;58;0;Cyprus
518;06;2021;58;1;Cyprus
519;06;2021;53;1;Cyprus
520;06;2021;83;1;Cyprus
521;06;2021;41;0;Cyprus
522;06;2021;29;0;Cyprus
523;06;2021;80;1;Cyprus
524;06;2021;60;1;Cyprus
525;06;2021;77;2;Cyprus
526;06;2021;59;4;Cyprus
527;06;2021;60;1;Cyprus
528;06;2021;42;1;Cyprus
529;06;2021;33;0;Cyprus
530;06;2021;57;1;Cyprus
531;06;2021;64;0;Cyprus
532;06;2021;68;0;Cyprus
533;06;2021;65;0;Cyprus
534;06;2021;76;0;Cyprus
535;06;2021;62;0;Cyprus
536;06;2021;61;0;Cyprus
537;06;2021;67;0;Cyprus
538;06;2021;122;0;Cyprus
539;06;2021;167;0;Cyprus
540;06;2021;175;0;Cyprus
541;06;2021;169;0;Cyprus
542;06;2021;226;0;Cyprus
543;06;2021;216;0;Cyprus
544;06;2021;314;0;Cyprus
545;06;2021;332;0;Cyprus
546;07;2021;815;0;Cyprus
547;07;2021;473;0;Cyprus
548;07;2021;529;0;Cyprus
549;07;2021;583;0;Cyprus
550;07;2021;577;5;Cyprus
551;07;2021;787;1;Cyprus
552;07;2021;827;0;Cyprus
553;07;2021;952;0;Cyprus
554;07;2021;993;0;Cyprus
555;07;2021;882;0;Cyprus
556;07;2021;960;0;Cyprus
557;07;2021;849;0;Cyprus
558;07;2021;832;0;Cyprus
559;07;2021;1081;3;Cyprus
560;07;2021;1120;1;Cyprus
561;07;2021;1152;0;Cyprus
562;07;2021;953;1;Cyprus
563;07;2021;928;0;Cyprus
564;07;2021;858;1;Cyprus
565;07;2021;1056;5;Cyprus
566;07;2021;995;1;Cyprus
567;07;2021;1014;3;Cyprus
568;07;2021;1046;4;Cyprus
569;07;2021;895;0;Cyprus
570;07;2021;789;1;Cyprus
571;07;2021;727;2;Cyprus
572;07;2021;851;3;Cyprus
573;07;2021;791;7;Cyprus
574;07;2021;769;2;Cyprus
575;07;2021;655;4;Cyprus
576;07;2021;635;4;Cyprus
577;08;2021;742;2;Cyprus
578;08;2021;277;1;Cyprus
579;08;2021;493;4;Cyprus
580;08;2021;598;4;Cyprus
581;08;2021;575;1;Cyprus
582;08;2021;580;3;Cyprus
583;08;2021;525;4;Cyprus
584;08;2021;599;1;Cyprus
585;08;2021;389;4;Cyprus
586;08;2021;446;3;Cyprus
587;08;2021;573;3;Cyprus
588;08;2021;484;6;Cyprus
589;08;2021;402;3;Cyprus
590;08;2021;419;2;Cyprus
591;08;2021;401;2;Cyprus
592;08;2021;165;0;Cyprus
593;08;2021;381;5;Cyprus
594;08;2021;412;3;Cyprus
595;08;2021;433;3;Cyprus
596;08;2021;420;4;Cyprus
597;08;2021;311;6;Cyprus
598;08;2021;311;2;Cyprus
599;08;2021;193;6;Cyprus
600;08;2021;333;2;Cyprus
601;08;2021;355;2;Cyprus
602;08;2021;257;0;Cyprus
603;08;2021;254;5;Cyprus
604;08;2021;324;5;Cyprus
605;08;2021;213;2;Cyprus
606;08;2021;208;2;Cyprus
607;08;2021;311;2;Cyprus
608;09;2021;287;3;Cyprus
609;09;2021;256;4;Cyprus
610;09;2021;235;1;Cyprus
611;09;2021;238;4;Cyprus
612;09;2021;295;2;Cyprus
613;09;2021;147;2;Cyprus
614;09;2021;223;1;Cyprus
615;09;2021;206;2;Cyprus
616;09;2021;182;5;Cyprus
617;09;2021;174;3;Cyprus
618;09;2021;142;1;Cyprus
619;09;2021;136;1;Cyprus
620;09;2021;100;0;Cyprus
621;09;2021;159;4;Cyprus
622;09;2021;126;2;Cyprus
623;09;2021;230;1;Cyprus
624;09;2021;124;1;Cyprus
625;09;2021;153;0;Cyprus
626;09;2021;140;2;Cyprus
627;09;2021;94;0;Cyprus
628;09;2021;156;1;Cyprus
629;09;2021;117;0;Cyprus
630;09;2021;106;0;Cyprus
631;09;2021;145;2;Cyprus
632;09;2021;109;0;Cyprus
633;09;2021;99;2;Cyprus
634;09;2021;78;1;Cyprus
635;09;2021;136;0;Cyprus
636;09;2021;117;0;Cyprus
637;09;2021;123;0;Cyprus
638;10;2021;129;0;Cyprus
639;10;2021;59;2;Cyprus
640;10;2021;84;0;Cyprus
641;10;2021;83;1;Cyprus
642;10;2021;117;1;Cyprus
643;10;2021;146;1;Cyprus
644;10;2021;100;1;Cyprus
645;10;2021;131;0;Cyprus
646;10;2021;144;0;Cyprus
647;10;2021;134;0;Cyprus
648;10;2021;94;1;Cyprus
649;10;2021;170;2;Cyprus
650;10;2021;166;0;Cyprus
651;10;2021;142;0;Cyprus
652;10;2021;153;0;Cyprus
653;10;2021;142;0;Cyprus
654;10;2021;126;2;Cyprus
655;10;2021;99;1;Cyprus
656;10;2021;166;2;Cyprus
657;10;2021;181;0;Cyprus
658;10;2021;143;2;Cyprus
659;10;2021;144;0;Cyprus
660;10;2021;175;1;Cyprus
661;10;2021;97;1;Cyprus
662;10;2021;89;1;Cyprus
663;10;2021;189;2;Cyprus
664;10;2021;162;0;Cyprus
665;10;2021;200;1;Cyprus
666;10;2021;109;0;Cyprus
667;10;2021;160;0;Cyprus
668;10;2021;155;3;Cyprus
669;11;2021;112;0;Cyprus
670;11;2021;280;0;Cyprus
671;11;2021;249;1;Cyprus
672;11;2021;188;0;Cyprus
673;11;2021;252;0;Cyprus
674;11;2021;227;0;Cyprus
675;11;2021;174;1;Cyprus
676;11;2021;133;0;Cyprus
677;11;2021;284;0;Cyprus
678;11;2021;266;0;Cyprus
679;11;2021;275;1;Cyprus
680;11;2021;263;0;Cyprus
681;11;2021;224;1;Cyprus
682;11;2021;218;0;Cyprus
683;11;2021;206;0;Cyprus
684;11;2021;354;0;Cyprus
685;11;2021;386;0;Cyprus
686;11;2021;346;0;Cyprus
687;11;2021;388;1;Cyprus
688;11;2021;475;0;Cyprus
689;11;2021;255;1;Cyprus
690;11;2021;212;0;Cyprus
691;11;2021;491;0;Cyprus
692;11;2021;437;0;Cyprus
693;11;2021;434;0;Cyprus
694;11;2021;489;0;Cyprus
695;11;2021;451;1;Cyprus
696;11;2021;535;1;Cyprus
697;11;2021;337;2;Cyprus
698;11;2021;586;0;Cyprus
699;12;2021;613;3;Cyprus
700;12;2021;492;1;Cyprus
701;12;2021;538;0;Cyprus
702;12;2021;594;1;Cyprus
703;12;2021;428;2;Cyprus
704;12;2021;307;0;Cyprus
705;12;2021;706;1;Cyprus
706;12;2021;619;0;Cyprus
707;12;2021;576;3;Cyprus
708;12;2021;635;2;Cyprus
709;12;2021;662;0;Cyprus
710;12;2021;428;1;Cyprus
711;12;2021;393;2;Cyprus
712;12;2021;715;1;Cyprus
713;12;2021;662;1;Cyprus
714;12;2021;650;2;Cyprus
715;12;2021;632;2;Cyprus
716;12;2021;695;1;Cyprus
717;12;2021;508;2;Cyprus
718;12;2021;448;1;Cyprus
719;12;2021;835;3;Cyprus
720;12;2021;806;0;Cyprus
721;12;2021;883;1;Cyprus
722;12;2021;978;2;Cyprus
723;12;2021;917;2;Cyprus
724;12;2021;268;1;Cyprus
725;12;2021;912;1;Cyprus
726;12;2021;1925;2;Cyprus
727;12;2021;2241;0;Cyprus
728;12;2021;3002;5;Cyprus
729;12;2021;3851;1;Cyprus
730;01;2022;3568;2;Cyprus
731;01;2022;2132;0;Cyprus
732;01;2022;3321;1;Cyprus
733;01;2022;3544;2;Cyprus
734;01;2022;3977;5;Cyprus
735;01;2022;3722;3;Cyprus
736;01;2022;3377;1;Cyprus
737;01;2022;3823;0;Cyprus
738;01;2022;3959;4;Cyprus
739;01;2022;3012;4;Cyprus
740;01;2022;4187;4;Cyprus
741;01;2022;3515;4;Cyprus
742;01;2022;3197;4;Cyprus
743;01;2022;3103;3;Cyprus
744;01;2022;3042;1;Cyprus
745;01;2022;2351;1;Cyprus
746;01;2022;1971;8;Cyprus
747;01;2022;2918;4;Cyprus
748;01;2022;2200;6;Cyprus
749;01;2022;2226;1;Cyprus
750;01;2022;2282;11;Cyprus
751;01;2022;2192;3;Cyprus
752;01;2022;1984;6;Cyprus
753;01;2022;1813;5;Cyprus
754;01;2022;2815;1;Cyprus
755;01;2022;2546;3;Cyprus
756;01;2022;2499;8;Cyprus
757;01;2022;2536;1;Cyprus
758;01;2022;2587;2;Cyprus
759;01;2022;2184;4;Cyprus
760;01;2022;2225;1;Cyprus
761;02;2022;3396;3;Cyprus
762;02;2022;3038;1;Cyprus
763;02;2022;3083;2;Cyprus
764;02;2022;3078;3;Cyprus
765;02;2022;2907;2;Cyprus
766;02;2022;2568;1;Cyprus
767;02;2022;2214;6;Cyprus
768;02;2022;3374;4;Cyprus
769;02;2022;2885;7;Cyprus
770;02;2022;2779;5;Cyprus
771;02;2022;2374;1;Cyprus
772;02;2022;2485;4;Cyprus
773;02;2022;2120;5;Cyprus
774;02;2022;2047;0;Cyprus
775;02;2022;2930;3;Cyprus
776;02;2022;2646;3;Cyprus
777;02;2022;2549;7;Cyprus
778;02;2022;2200;16;Cyprus
779;02;2022;2304;5;Cyprus
780;02;2022;1764;4;Cyprus
781;02;2022;1794;0;Cyprus
782;02;2022;2698;2;Cyprus
783;02;2022;2322;5;Cyprus
784;02;2022;2167;3;Cyprus
785;02;2022;1935;1;Cyprus
786;02;2022;1826;14;Cyprus
787;02;2022;1606;4;Cyprus
788;02;2022;1387;2;Cyprus
789;03;2022;2356;2;Cyprus
790;03;2022;1986;1;Cyprus
791;03;2022;2109;2;Cyprus
792;03;2022;2046;2;Cyprus
793;03;2022;2114;9;Cyprus
794;03;2022;1834;2;Cyprus
795;03;2022;1730;2;Cyprus
796;03;2022;1584;1;Cyprus
797;03;2022;3695;5;Cyprus
798;03;2022;2866;3;Cyprus
799;03;2022;3473;3;Cyprus
800;03;2022;3020;6;Cyprus
801;03;2022;2812;4;Cyprus
802;03;2022;2314;3;Cyprus
803;03;2022;3782;0;Cyprus
804;03;2022;3294;2;Cyprus
805;03;2022;3714;0;Cyprus
806;03;2022;3951;1;Cyprus
807;03;2022;2568;0;Cyprus
808;03;2022;3347;1;Cyprus
809;03;2022;3698;3;Cyprus
810;03;2022;5124;1;Cyprus
811;03;2022;4673;3;Cyprus
812;03;2022;4704;4;Cyprus
813;03;2022;5186;0;Cyprus
814;03;2022;3329;3;Cyprus
815;03;2022;5172;2;Cyprus
